App ID,Name,Price,Genres,User Reviews,Positive Reviews,Negative Reviews,Owners,Average Playtime,Median Playtime,Developer,Publisher
2131690,Kindred Spirits on the Roof Drama CD Vol.1 - Playing Girlfriends,999.0,Adventure,0,0,0,0 .. 20000,0,0,Liar-soft,MangaGamer
2131310,Sackboy Pre-Purchase Entitlements,0.0,,0,0,0,0 .. 20000,0,0,,
2131960,RunBean Galactic,199.0,"Action, Indie",22,22,0,0 .. 20000,0,0,Khud0,Khud0
2131680,METAL GEAR & METAL GEAR 2: Solid Snake,1999.0,Action,497,415,82,20000 .. 50000,652,1304,KONAMI,KONAMI
2131540,Early-blooming black lily Perfect Sound Track,999.0,,0,0,0,0 .. 20000,0,0,1000-REKA,1000-REKA
2131980,Lamp Simulator,99.0,Simulation,3,3,0,0 .. 20000,0,0,Vormir Games,Vormir Games
2131300,,0.0,,0,0,0,0 .. 20000,0,0,,
2131530,Lewd Guest,0.0,,0,0,0,0 .. 20000,0,0,,
2131290,Iron Frontier,0.0,,0,0,0,0 .. 20000,0,0,,
2131920,Super Hamster Ball,399.0,Casual,6,6,0,0 .. 20000,0,0,IKINAGAMES,IKINAGAMES
2131640,METAL GEAR SOLID 2: Sons of Liberty - Master Collection Version,1999.0,Action,2028,1713,315,20000 .. 50000,516,465,KONAMI,KONAMI
2131520,Bottle,399.0,"Casual, Indie",0,0,0,0 .. 20000,0,0,Pixel Prime,Pixel Prime
2131280,Ancient,0.0,,0,0,0,0 .. 20000,0,0,,
2131860,Ashfall,0.0,,0,0,0,0 .. 20000,0,0,,
2132540,Mr. Run and Jump,2499.0,"Action, Indie",77,70,7,0 .. 20000,0,0,"Graphite Lab, Heavy Horse Games",Atari
2131510,Distorted Echos,0.0,,0,0,0,0 .. 20000,0,0,,
2132570,Total Factory,1499.0,"Casual, Indie, Simulation, Strategy",14,9,5,0 .. 20000,0,0,Total Craft Games,Total Craft Games
2132460,Mr. Healer,499.0,RPG,8,8,0,0 .. 20000,0,0,Ovenproof Games,Ovenproof Games
2131840,Thelos,99.0,"Adventure, Indie, Early Access",3,3,0,0 .. 20000,0,0,Stefan Videv,Stefan Videv
2131260,Magnetism,499.0,"Action, Casual, Indie, Strategy",2,1,1,0 .. 20000,0,0,Tail House,Tail House
2130720,Contrast & Girls - Artbook 18+,99.0,"Casual, Indie",0,0,0,0 .. 20000,0,0,IR Studio,IR Studio
2131630,METAL GEAR SOLID - Master Collection Version,1999.0,Action,2860,2173,687,100000 .. 200000,662,750,KONAMI,KONAMI
2131500,Waifu Packer,199.0,Casual,0,0,0,0 .. 20000,0,0,Cute Pen Games,Cute Pen Games
2131830,FIRESTORM: DEEP DIVE,0.0,,0,0,0,0 .. 20000,0,0,,
2131250,Age of Empires IV: Digital Deluxe Upgrade Pack,1999.0,Strategy,0,0,0,0 .. 20000,0,0,"Relic Entertainment, World's Edge",Xbox Game Studios
2130701,For Honor - Kensei Hero Skin- Year 6 Season 3 Ubisoft Activation,0.0,,0,0,0,0 .. 20000,0,0,,
2131490,Fantasy Grounds - Pathfinder RPG - Pathfinder Flip-Mat - Classic Slum Quarter,1499.0,"Indie, RPG, Strategy",0,0,0,0 .. 20000,0,0,"SmiteWorks USA, LLC",
2132560,On Your Tail,3499.0,"Adventure, RPG, Simulation",148,136,12,0 .. 20000,0,0,Memorable Games,Humble Games
2131820,,99.0,"Action, Adventure, Indie, RPG, Simulation, Early Access",89,65,24,0 .. 20000,0,0,月亮上的佳宇,月亮上的佳宇
2131240,Battlestation,999.0,"Action, Casual, Indie, Strategy",0,0,0,0 .. 20000,0,0,Vincae Entretenimento,Vincae Entretenimento
2131800,Gimmick! Special Edition,1499.0,Action,70,58,12,0 .. 20000,0,0,CITY CONNECTION,Clear River Games
2130700,FOR HONOR - Kensei Hero Skin- Year 6 Season 3,1199.0,Action,0,0,0,0 .. 20000,0,0,"Ubisoft Montreal, Ubisoft Quebec, Ubisoft Toronto, Blue Byte",
2131220,Neisis,0.0,,0,0,0,0 .. 20000,0,0,,
2131210,Tsundere Girls - Artbook 18+,49.0,"Casual, Indie",0,0,0,0 .. 20000,0,0,IR Studio,IR Studio
2131460,Talon's Blade,1599.0,"Adventure, RPG, Early Access",1,1,0,0 .. 20000,0,0,Soulware,Soulware
2131780,Pure-hearted Gyaru and the Shape of Happiness,1999.0,Simulation,2,0,2,0 .. 20000,0,0,"CyberStep, Inc., Rideon Works Co. Ltd,","CyberStep, Inc."
2131200,NeverSynth,59.0,"Action, Indie, Racing, Sports",203,149,54,0 .. 20000,0,0,Whale Rock Games,Whale Rock Games
2130680,Kris and the City of Pleasure,1999.0,"Indie, RPG",0,0,0,0 .. 20000,0,0,Kumogakure.,"BokiBoki Games, BokiBoki Game"
2131660,Call of the Golden Valley,0.0,,0,0,0,0 .. 20000,0,0,,
2132410,Absorption Battle Racing,0.0,,0,0,0,0 .. 20000,0,0,,
2131430,Wings of The Universe,0.0,,0,0,0,0 .. 20000,0,0,,
2131770,Lewd Guest - 18+ Scenes,0.0,,0,0,0,0 .. 20000,0,0,,
2131180,Dark Days : Devil Hunt,1299.0,"Action, Adventure, Indie, RPG",11,3,8,0 .. 20000,0,0,Mavi Game Studios,Mavi Game Studios
2132500,LAZ3RZ Dedicated Server,0.0,,0,0,0,0 .. 20000,0,0,,
2132530,Last Order,1999.0,"Action, Indie",9,9,0,0 .. 20000,0,0,KujiraDanceRoom,KujiraDanceRoom
2131670,Ant in Training,499.0,Indie,4,4,0,0 .. 20000,0,0,AMTGames,AMTGames
2131380,Until Lights Out,199.0,"Action, Indie",18,7,11,20000 .. 50000,0,0,Samuka Gomes,Samuka Gomes
2131150,Terranny,999.0,"Simulation, Strategy, Early Access",8,8,0,0 .. 20000,0,0,Terranos Engineering,[undisclosed]
2131584,Lumberjack Simulator - Bank,399.0,Simulation,0,0,0,0 .. 20000,0,0,Exponential Games Inc.,Exponential Games Inc.
2131360,Journeyman,0.0,,0,0,0,0 .. 20000,0,0,,
2131710,CRISIS CORE FINAL FANTASY VII REUNION Digital Contents,2499.0,"Action, RPG",0,0,0,0 .. 20000,0,0,"Square Enix, TOSE CO., LTD.",Square Enix
2132070,The Billion Clicker,299.0,"Indie, Simulation, Strategy",46,32,14,0 .. 20000,0,0,PaulArt,PaulArt
2132520,The Magic World,659.0,"Adventure, RPG",10,6,4,0 .. 20000,0,0,"Flame-Dragons, Dmitriy Belonovskiy",Flame-Dragons
2131700,Infinite Miner,0.0,,0,0,0,0 .. 20000,0,0,,
2131650,METAL GEAR SOLID 3: Snake Eater - Master Collection Version,1999.0,Action,4144,3505,639,100000 .. 200000,908,1431,KONAMI,KONAMI
2132480,Touhou: Fading Illusion,0.0,,0,0,0,0 .. 20000,0,0,,
2131582,Lumberjack Simulator - Tracked harvester,399.0,Simulation,0,0,0,0 .. 20000,0,0,Exponential Games Inc.,
2131350,My Coworker is an Idiot,199.0,"Action, Casual, Indie, Simulation",419,345,74,0 .. 20000,0,0,Manic Hyena,Manic Hyena
2132060,RC Dash,199.0,Racing,2,1,1,0 .. 20000,0,0,plyoung,plyoung
2131693,Kindred Spirits on the Roof Drama CD Vol.4 - Kyuusei Radio & Pop Show,1599.0,Adventure,0,0,0,0 .. 20000,0,0,Liar-soft,MangaGamer
2132050,Western Girls - Artbook 18+,99.0,"Casual, Indie",0,0,0,0 .. 20000,0,0,IR Studio,IR Studio
2131581,Lumberjack Simulator - Tracked loader,399.0,Simulation,0,0,0,0 .. 20000,0,0,Exponential Games Inc.,Exponential Games Inc.
2131330,Guncar Arena,0.0,,0,0,0,0 .. 20000,0,0,,
2131620,Don't Hide,0.0,,0,0,0,0 .. 20000,0,0,,
2131692,Kindred Spirits on the Roof Drama CD Vol.3 - Rain Kick!,999.0,Adventure,0,0,0,0 .. 20000,0,0,Liar-soft,MangaGamer
2132450,Spectator,1299.0,"Action, Casual, Indie, Simulation",124,118,6,20000 .. 50000,0,0,Neko Machine,indie.io
2132040,Catherine Ragnor - Blackbeards Fury,599.0,Casual,6,4,2,0 .. 20000,0,0,E-FunSoft  Games,HH-Games
2132430,XXX_CYBERRAT_XXX,419.0,"Indie, Simulation, Strategy",137,130,7,0 .. 20000,0,0,Nocturne Studio,Nocturne Studio
2132510,32 in 1 Game Special,299.0,"Casual, Indie",8,8,0,20000 .. 50000,0,0,Rubber Sword,Rubber Sword
2131580,Lumberjack Simulator - Tracked feller,399.0,Simulation,0,0,0,0 .. 20000,0,0,Exponential Games Inc.,Exponential Games Inc.
2131691,Kindred Spirits on the Roof Drama CD Vol.2 - Friendship Plans,499.0,Adventure,0,0,0,0 .. 20000,0,0,Liar-soft,MangaGamer
2131560,Fight of Steel: Infinity Warrior Original Sound Tracks Collection,499.0,,0,0,0,0 .. 20000,0,0,Digital Crafter,Digital Crafter
2130740,Hilm,0.0,,0,0,0,0 .. 20000,0,0,,
2130750,Cracked,499.0,"Action, Adventure, Indie",3,2,1,0 .. 20000,0,0,Void Chamber,Void Chamber
2130800,Hisako and Shyla,0.0,,0,0,0,0 .. 20000,0,0,,
2130820,Future & Girls - Artbook 18+,99.0,"Casual, Indie",0,0,0,0 .. 20000,0,0,IR Studio,IR Studio
2130850,After the Flood,499.0,Adventure,3,2,1,0 .. 20000,0,0,AlexXIIs,AlexXIIs
2130860,Golf With Your Friends - Pizza Party Pack,199.0,"Casual, Indie, Sports",0,0,0,0 .. 20000,0,0,Team17,Team17
2130950,Panzer Corps 2: Axis Operations - 1944,999.0,Strategy,0,0,0,0 .. 20000,0,0,Flashback Games,Slitherine Ltd.
2130960,"Warhammer 40,000: Gladius - Adepta Sororitas",1499.0,Strategy,0,0,0,0 .. 20000,0,0,Proxy Studios,Slitherine Ltd.
2130980,Todd's Adventures in Slime World (Lynx/Mega Drive),599.0,Action,8,8,0,0 .. 20000,0,0,"Epyx, Inc.",Pixel Games UK
2131020,Escape Space,999.0,Action,25,25,0,0 .. 20000,0,0,ShidyGames,ShidyGames
2130940,Puzzle Park,899.0,"Adventure, Indie",40,29,11,0 .. 20000,0,0,SVGames,SVGames
2131030,Street & Girls - Artbook 18+,49.0,"Casual, Indie",0,0,0,0 .. 20000,0,0,IR Studio,IR Studio
2131050,Handyman,99.0,"Casual, Indie, Simulation",29,12,17,0 .. 20000,0,0,Piece Of Voxel,Piece Of Voxel
2130431,Infinity Strash: DRAGON QUEST The Adventure of Dai - Legendary Priest Outfit,149.0,"Action, RPG",0,0,0,0 .. 20000,0,0,"Square Enix, GameStudio Inc., KAI GRAPHICS INC.",Square Enix
2131130,GALAHAD 3093 - Founders Edition Pack,999.0,Action,0,0,0,0 .. 20000,0,0,Simutronics Corp.,
2130230,Gravity Box,0.0,,0,0,0,0 .. 20000,0,0,,
2130430,Infinity Strash: DRAGON QUEST The Adventure of Dai - Legendary Mage Outfit,149.0,"Action, RPG",0,0,0,0 .. 20000,0,0,"Square Enix, GameStudio Inc., KAI GRAPHICS INC.",Square Enix
2130210,Steam Mobile App,0.0,,0,0,0,0 .. 20000,0,0,,
2130432,Infinity Strash: DRAGON QUEST The Adventure of Dai - Legendary Martial Artist Outfit,149.0,"Action, RPG",0,0,0,0 .. 20000,0,0,"Square Enix, GameStudio Inc., KAI GRAPHICS INC.",Square Enix
2130280,BPM Boy,0.0,,0,0,0,0 .. 20000,0,0,,
2130433,Infinity Strash: DRAGON QUEST The Adventure of Dai - Legendary Swordsman Outfit,149.0,"Action, RPG",0,0,0,0 .. 20000,0,0,"Square Enix, GameStudio Inc., KAI GRAPHICS INC.",Square Enix
2131080,Floppy Disks from Hell,199.0,"Adventure, Casual",1,1,0,0 .. 20000,0,0,BLJ Games,BLJ Games
2130300,Eclipse: Shine of Dawn,0.0,,0,0,0,0 .. 20000,0,0,,
2130440,Decopins -Asset Fighters Series-,399.0,"Action, Casual, Indie",11,11,0,0 .. 20000,0,0,Studio M,Studio M
2130435,Infinity Strash Dragon Quest: Memory Bond: The Hero's Tutor,5999.0,"Action, RPG",0,0,0,0 .. 20000,0,0,"Square Enix, GameStudio Inc., KAI GRAPHICS INC.",Square Enix
2130250,Runombie,399.0,"Casual, Indie",0,0,0,0 .. 20000,0,0,Sylar Raven,Sylar Raven
2130540,/Blind,299.0,"Adventure, Casual, RPG, Simulation",812,709,103,20000 .. 50000,0,0,GOCORE,GOCORE
2130590,PUNCH FIT,0.0,,0,0,0,0 .. 20000,0,0,,
2129730,ZombieSquad,0.0,,0,0,0,0 .. 20000,0,0,,
2130500,Under Observation,0.0,"Casual, Indie, Simulation, Strategy",7,7,0,0 .. 20000,0,0,Fluffy Cats,Kajak Games
2130460,FATAL FRAME / PROJECT ZERO: Mask of the Lunar Eclipse,4999.0,Adventure,1461,1322,139,50000 .. 100000,12,12,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
2130510,Divinus Vanitas,299.0,"Action, Adventure, RPG",37,29,8,0 .. 20000,0,0,Project Eril,Kajak Games
2130650,City Worker Simulator,199.0,Simulation,1,1,0,0 .. 20000,0,0,ZHANG CHENNING,ZHANG CHENNING
2129720,GUILTY,499.0,Indie,19,18,1,20000 .. 50000,0,0,Lauro Zanetti Cabral,Lauro Zanetti Cabral
2130434,Infinity Strash: DRAGON QUEST The Adventure of Dai - Legendary Warrior Outfit,149.0,"Action, RPG",0,0,0,0 .. 20000,0,0,"Square Enix, GameStudio Inc., KAI GRAPHICS INC.",Square Enix
2130550,LET ME OUT,399.0,"Action, Adventure, Indie",26,21,5,0 .. 20000,0,0,S1NGLE,ALONE GAMES
2130470,Evening Vibes,299.0,"Action, Adventure",42,23,19,0 .. 20000,0,0,AK Studio,AK Studio
2129770,Superhero Girls - Artbook 18+,99.0,"Casual, Indie",0,0,0,0 .. 20000,0,0,IR Studio,IR Studio
2129780,The Impossible Knight Runner,199.0,Indie,2,2,0,0 .. 20000,0,0,Igeland Games,Igeland Games
2129890,Twitch emote skins,499.0,"Casual, Indie, Racing, Simulation",0,0,0,0 .. 20000,0,0,Base Software,Base Software
2130010,Castle Doombad,0.0,,0,0,0,0 .. 20000,0,0,,
2129850,Corgi Cove,499.0,"Casual, Indie",7,7,0,0 .. 20000,0,0,Recall Software Inc.,Recall Software Inc.
2129910,Chris Isn't Alone,0.0,,0,0,0,0 .. 20000,0,0,,
2129830,Deathwish,99.0,"Action, Adventure, Indie",1,0,1,0 .. 20000,0,0,Sunstrock,Sunstrock
2129820,Phil Alone - Game Dev Book,199.0,"Adventure, Indie",0,0,0,0 .. 20000,0,0,GD Games,GD Games
2129870,Gonochki,0.0,,0,0,0,0 .. 20000,0,0,,
2129860,Little Horror Raiser,499.0,"Casual, Indie, Simulation",2,1,1,0 .. 20000,0,0,echomune,echomune
2130060,Tower Walker: MMO Grind Simulator,999.0,"Casual, Indie, RPG, Simulation",207,166,41,20000 .. 50000,0,0,Raptor Claw Games,"Raptor Claw Games, Millendream"
2130050,Vapor Run,0.0,,0,0,0,0 .. 20000,0,0,,
2130000,Tailbound,499.0,"Action, Adventure, Indie, RPG",0,0,0,0 .. 20000,0,0,Carpetwurm,Carpetwurm
2130080,Wobble Warriors,0.0,,0,0,0,0 .. 20000,0,0,,
2129970,My Loving Wife,0.0,,0,0,0,0 .. 20000,0,0,,
2129950,HorrorBox,599.0,"Indie, Early Access",6,4,2,0 .. 20000,0,0,Cryogen Labs LLC,Cryogen Labs LLC
2130030,ManneKin: Hessler Storage,0.0,,0,0,0,0 .. 20000,0,0,,
2129230,,0.0,,0,0,0,0 .. 20000,0,0,,
2129310,The Rumble Fish 2 Additional Character - Greed,99.0,Action,0,0,0,0 .. 20000,0,0,株式会社3goo,株式会社3goo
2130170,Bubbbles,499.0,"Casual, Strategy",5,5,0,0 .. 20000,0,0,Ben Olding Games,"Indie Clique, Clique Games"
2130180,Neko Girls - Artbook 18+,99.0,"Casual, Indie",0,0,0,0 .. 20000,0,0,IR Studio,IR Studio
2130160,Fantasy Grounds - Pathfinder RPG - Pathfinder Flip-Mat - Classic Falls and Rapids,1499.0,"Indie, RPG, Strategy",0,0,0,0 .. 20000,0,0,"SmiteWorks USA, LLC",
2129280,Trap of MUSK:Europe Night,2999.0,"Adventure, RPG, Simulation",206,141,65,0 .. 20000,0,0,"IDEA FACTORY, Frontier Works",Beijing Happy Entertainment Technology
2130150,Tailbound - Deluxe Extras,499.0,"Action, Adventure, Indie, RPG",0,0,0,0 .. 20000,0,0,Carpetwurm,Carpetwurm
2129312,The Rumble Fish 2 Additional Character - Beatrice,99.0,Action,0,0,0,0 .. 20000,0,0,株式会社3goo,株式会社3goo
2129290,Scary School Simulator,999.0,"Action, Adventure, Indie, Simulation",20,8,12,0 .. 20000,0,0,Scary Creepy Pasta,"Scary Creepy Pasta, Spooky Horror Game Foundation"
2129311,The Rumble Fish 2 Additional Character - Hazama,99.0,Action,0,0,0,0 .. 20000,0,0,株式会社3goo,株式会社3goo
2129380,WASD Quartet,0.0,,0,0,0,0 .. 20000,0,0,,
2129560,Fairy Tag : A Game Of Divinities,499.0,"Casual, Indie, Early Access",0,0,0,0 .. 20000,0,0,Mythspawn,Mythspawn
2129600,The Bird,199.0,Simulation,3,2,1,0 .. 20000,0,0,Nevsram,Nevsram
2129570,Operation Jaeger,0.0,,0,0,0,0 .. 20000,0,0,,
2129440,A Steak Temple Panic - Chapter 2 - Welcome to Sanglinours,299.0,"Action, Adventure, Indie",0,0,0,0 .. 20000,0,0,Roll Mops Interactive,Roll Mops Interactive
2129540,Peregrine,699.0,"Action, Adventure, Indie, RPG",10,8,2,0 .. 20000,0,0,Soli Games Studio,Soli Games Studio
2129650,Hentai Furry 3 - Artbook 18+,49.0,"Casual, Indie",0,0,0,0 .. 20000,0,0,IR Studio,IR Studio
2129660,Village and The Witch,299.0,"Action, Adventure, Casual, Indie, RPG, Simulation",3,1,2,20000 .. 50000,0,0,Raytrace Interactive,Ray-trace Interactive
2129680,R.I.P. Tour,0.0,,0,0,0,0 .. 20000,0,0,,
2129410,Salt Game,299.0,Casual,4,4,0,0 .. 20000,0,0,Never Dream,Never Dream
2129590,Party Bunch - Infinite Energy,399.0,"Casual, Indie",0,0,0,0 .. 20000,0,0,PartyBunchDev,
2129670,Hardrock Sex 3D,699.0,"Action, Casual, Simulation",0,0,0,0 .. 20000,273,273,Pirates Of The Digital Sea,Pirates Of The Digital Sea
2128770,SGS Okinawa,1499.0,"Simulation, Strategy",9,8,1,0 .. 20000,0,0,Strategy Game Studio,Avalon Digital
2128760,Heartless,99.0,"Casual, Indie",4,4,0,0 .. 20000,0,0,Dipanjan Roy,Tinni Games
2128780,Echo - Advanced Recovery Set(1),79.0,"Action, Adventure, Indie, RPG",0,0,0,0 .. 20000,0,0,Nobody Studio,Nobody Studio
2128810,Dinosaurs Dominion,499.0,"Action, Adventure, Indie, RPG, Early Access",15,11,4,0 .. 20000,0,0,Arcupion Art,Arcupion Art
2128840,Hunting grounds,499.0,"Action, Adventure, Casual, Indie, Simulation",3,3,0,0 .. 20000,0,0,Soomka Games,Soomka Games
2129390,CATAIRE,0.0,,0,0,0,0 .. 20000,0,0,,
2128870,ClasSimVR,0.0,,0,0,0,0 .. 20000,0,0,,
2128920,World Boss - LazarBeam Pack,799.0,Action,0,0,0,0 .. 20000,0,0,PlaySide,PlaySide
2129090,Hot Blood,559.0,"Action, Adventure, Indie",19,18,1,0 .. 20000,0,0,DEKLAZON,Eastasiasoft Limited
2128990,Gold Of Lotusland,499.0,"Action, Adventure, Casual, Indie",2,2,0,50000 .. 100000,0,0,"McCauley Christian, Kyle Freels",Sunken Eyes Games
2129030,Boulette Hell,1499.0,"Action, Indie",13,13,0,0 .. 20000,0,0,"Lucas Delvallet, Quentin Delvallet","Lucas Delvallet, Quentin Delvallet"
2129020,Last Christmas,599.0,"Action, Adventure, Indie, Simulation, Sports",42,35,7,0 .. 20000,0,0,polytely games,polytely games
2128910,Rebellion,399.0,"Adventure, Casual, RPG, Early Access",0,0,0,0 .. 20000,0,0,"DaDarkWizard, AiryTheDragon",Endtime Entrepreneurs
2128830,Defect detector,499.0,"Casual, Indie, Strategy",1,0,1,0 .. 20000,0,0,Soomka Games,Soomka Games
2128930,Crescent Cauldron Cafe,999.0,Casual,7,7,0,0 .. 20000,0,0,"74 Ninjas, LLC","74 Ninjas, LLC"
2129050,REX,99.0,"Action, Casual",1,0,1,0 .. 20000,0,0,Control Z,Control Z
2128940,THE 4 SINS,799.0,"Adventure, Indie, RPG, Strategy",3891,940,2951,200000 .. 500000,387,453,奇门互娱,Gamera Games
2128922,World Boss - Fresh Pack,799.0,Action,0,0,0,0 .. 20000,0,0,PlaySide,PlaySide
2129040,Sonic Colors: Ultimate  Ultimate Cosmetic Pack,399.0,"Action, Casual",0,0,0,0 .. 20000,0,0,Blind Squirrel Entertainment,SEGA
2129000,Murders at Tealwoods Manor,0.0,,0,0,0,0 .. 20000,0,0,,
2129130,Unprompted,499.0,"Adventure, Casual",23,21,2,20000 .. 50000,0,0,Matt Eshleman,Matt Eshleman
2128300,Dungeon in a Bottle,499.0,Action,16,16,0,0 .. 20000,0,0,Strange Spaces,Very Handsome Games
2129150,Horror Tale 1: Kidnapper,499.0,"Action, Adventure, Indie",51,40,11,0 .. 20000,0,0,Euphoria Games,Euphoria Games
2128270,Path of Achra,749.0,RPG,2229,2193,36,20000 .. 50000,0,0,Ulfsire,Slouching Beast LLC
2128360,Waking Knightmare,299.0,Action,5,5,0,0 .. 20000,0,0,Synectix Games,Synectix Games
2128290,Matrix Hearts - Season 1,999.0,Indie,0,0,0,0 .. 20000,0,0,Blue Otter Games,Blue Otter Games
2129210,Melvor Idle: Expanded Edition,0.0,,0,0,0,0 .. 20000,0,0,,
2129160,Blue Wednesday,1999.0,"Adventure, Casual, Indie, Simulation",168,148,20,0 .. 20000,0,0,Buff Studio,Buff Studio
2129220,Zoo Simulator,1999.0,"Adventure, Casual, Indie, Simulation",161,122,39,0 .. 20000,263,498,Games Incubator,"Games Incubator, PlayWay S.A."
2129200,Silen House,599.0,"Casual, Indie",52,30,22,20000 .. 50000,0,0,Fly & Wing Studio,Fly & Wing Studio
2128310,Ceaseless Night,1499.0,"Action, Adventure, Indie, RPG, Strategy",13,10,3,0 .. 20000,0,0,JABDP Studio,JABDP Studio
2129140,My House Is Haunted,499.0,"Indie, Early Access",3,3,0,20000 .. 50000,0,0,Pogu Desu,Pogu Desu
2128390,Leviathan: An Interactive Comic Book,999.0,"Adventure, Indie",1,1,0,20000 .. 50000,0,0,Zarfhome Software,Zarfhome Software
2128400,Code:29,799.0,"Action, Adventure, Indie, RPG",13,6,7,100000 .. 200000,0,0,chaos,chaos
2128410,World of Naples,399.0,"Action, Adventure, Casual, Indie",2,2,0,0 .. 20000,0,0,"COUCHBROGAMES, LLC","COUCHBROGAMES, LLC"
2128540,Stagdraft,0.0,,0,0,0,0 .. 20000,0,0,,
2128500,Kamaria,499.0,"Action, Adventure, RPG",0,0,0,0 .. 20000,0,0,Safui,Safui
2128440,Enclosure 3-D,0.0,,0,0,0,0 .. 20000,0,0,,
2128480,Staffer Case: A Supernatural Mystery Adventure,791.0,Adventure,2885,2740,145,100000 .. 200000,450,789,Team Tetrapod,Team Tetrapod
2128520,Pandecrown,0.0,,0,0,0,0 .. 20000,0,0,,
2128600,Slime Puzzle Story,999.0,"Adventure, Casual, Indie",2,2,0,0 .. 20000,0,0,itach lab,itach lab
2128590,Omnibullet,1199.0,"Indie, Simulation, Strategy",34,34,0,0 .. 20000,0,0,Arbitrary Combination,Arbitrary Combination
2128560,Mycorrhiza,1199.0,"Adventure, Casual, Indie",15,15,0,0 .. 20000,0,0,"Distorted Wanderers, Tim Reichert",Tim Reichert
2128580,Demiurges,1499.0,"Indie, RPG, Strategy, Early Access",31,27,4,0 .. 20000,0,0,Berih,Berih
2128330,The Immolate,299.0,"Action, Adventure, Indie",28,23,5,0 .. 20000,0,0,Long Shift Studios,Long Shift Studios
2128630,To Eternity,199.0,"Action, Casual, Indie, Racing, RPG",1,1,0,0 .. 20000,0,0,"南昌具足科技有限责任公司, 南昌具足科技有限责任公司",南昌具足科技有限责任公司
2128710,Chilljong,499.0,"Casual, Indie, Strategy",3,3,0,0 .. 20000,0,0,Soomka Games,Soomka Games
2128680,Phantom Zone DAIMONS,1560.0,"Adventure, Indie",0,0,0,0 .. 20000,0,0,"ファントムゾーン観測室, ケイエル",ケイエル
2128690,Super Block Crush,299.0,"Action, Adventure, Casual, Indie, Sports",28,24,4,0 .. 20000,0,0,Aton Games,Aton Games
2128730,Orb Fort,0.0,,0,0,0,0 .. 20000,0,0,,
2127830,PODCAST VS VIEWER &vs,99.0,"Casual, Indie, Simulation, Strategy",1,1,0,0 .. 20000,0,0,Two Thousand and one entertainment studios,Two Thousand and one entertainment studios
2128570,,499.0,Adventure,5,5,0,0 .. 20000,0,0,ロジマガ,やまひ
2127810,Learning Geography: Countries of the World,99.0,"Casual, Indie, Simulation",18,18,0,0 .. 20000,0,0,Tom's Feral Cat Games,Tom's Feral Cat Games
2127820,BATTLE THUNDER FRONT,0.0,"Casual, Indie, RPG, Simulation, Strategy, Free To Play",4,3,1,0 .. 20000,0,0,Two Thousand and one entertainment studios,Two Thousand and one entertainment studios
2128610,The Blood Amulet,1299.0,"Adventure, Casual, Indie, RPG, Strategy",3,3,0,20000 .. 50000,0,0,Martin Thomas Flury,Martin Thomas Flury
2127800,Bass Blasters,499.0,Action,0,0,0,0 .. 20000,0,0,Phippe,Phippe
2128750,Your Waifu JUICE,137.0,"Action, Adventure, Indie",0,0,0,0 .. 20000,0,0,Horny69Team,Horny69Team
2128430,Seven Seas: Adventures,0.0,,0,0,0,0 .. 20000,0,0,,
2127791,Call of Duty: Modern Warfare II - Dune Stalker: Starter Pack,999.0,Action,0,0,0,0 .. 20000,0,0,"Infinity Ward, Raven Software, Beenox, Treyarch, High Moon Studios, Sledgehammer Games, Activision Shanghai, Demonware, Toys for Bob",Activision
2127920,Super Greedy Cat,399.0,"Adventure, Casual, Indie",31,30,1,0 .. 20000,0,0,DjokaGames,DjokaGames
2127930,PixelType,999.0,"Design & Illustration, Game Development",2,2,0,0 .. 20000,0,0,Hiragana Works,Hiragana Works
2127980,Baphomet,0.0,,0,0,0,0 .. 20000,0,0,,
2128120,Pete's Peril,399.0,"Action, Adventure, Casual, Indie, Strategy, Early Access",0,0,0,0 .. 20000,0,0,DevByJosh,DevByJosh
2128050,Refund Me If You Can : Lexy's Story,399.0,"Action, Adventure, Indie",25,24,1,20000 .. 50000,0,0,Sungame Studio,Sungame Studio
2128020,Step Journey,299.0,"Action, Adventure, Indie, RPG",10,10,0,20000 .. 50000,0,0,Steel Thunder,Steel Thunder
2128010,world of motors 2,1599.0,"Racing, Simulation, Sports",10,6,4,0 .. 20000,0,0,d7m,d7m
2128130,The Legend of Gandar II,799.0,"Action, Adventure, RPG",1,1,0,0 .. 20000,0,0,Jeddead,Jeddead
2128000,Sneaky Peeky,499.0,"Action, Casual, Indie, Strategy",0,0,0,0 .. 20000,0,0,Flatmasters,Flatmasters
2127790,Call of Duty: Modern Warfare II - Desert Rogue: Pro Pack,1999.0,Action,0,0,0,0 .. 20000,0,0,"Infinity Ward, Raven Software, Beenox, Treyarch, High Moon Studios, Sledgehammer Games, Activision Shanghai, Demonware, Toys for Bob",Activision
2128030,Catch Them If You Can,99.0,"Casual, Indie, Simulation",3,3,0,0 .. 20000,0,0,Franky Multimedia Studio,Franky Multimedia Studio
2128180,Isonzo: Digital Goods,0.0,,0,0,0,0 .. 20000,0,0,,
2127330,Basic Platformer,199.0,Casual,0,0,0,0 .. 20000,0,0,Robert Murphy-Hosler,Robert Murphy-Hosler
2127340,Dawn One,0.0,,0,0,0,0 .. 20000,0,0,,
